crop_path	page_id	page_num	line_num	label	transcription	source_page_image	x0	y0	x1	y1
line_crops/page001_line011.png	262534008	1	11	Sanskrit Text	ए व व्वि॒ ज य ते व्वि॒ जि ते॒ भ ये ना ष्ट्रे॒ सू या ऽ इ॒ ति त॒ स्मा द	00000060.png	262	1786	1864	1932
line_crops/page001_line012.png	262534008	1	12	Sanskrit Text	ग्नी षो मी॒ य ऽ ए॒ का द श क पा लः पु रो डा॒ शो भ व ति	00000060.png	269	1928	1814	2049
line_crops/page003_line001.png	262534010	3	1	Sanskrit Text	अ॒ नु म त्यै ह वि॒ र ष्टा॒ क पा ल म्पु रो डा॒ शं नि॒ र्व्व प ति स ये॒	00000058.png	263	156	1805	291
line_crops/page003_line002.png	262534010	3	2	Sanskrit Text	ज घ॒ ने न श॒ म्यां पि ष्य॒ मा णा ना म व शी यं॒ ते पि ष्टा॒ नि	00000058.png	266	276	1832	404
line_crops/page003_line003.png	262534010	3	3	Sanskrit Text	वा त ण्डु ला॒ वा तां॒ त्स्रु वे॒ सा र्ध ᳰ सं॒ व्व प त्य न्वा हा र्य प॒ च	00000058.png	252	409	1811	543
line_crops/page003_line004.png	262534010	3	4	Sanskrit Text	ना दु॒ ल्मु क मा॒ द द ते ते॒ न द क्षि णा॒ य न्ति स य॒ त्र स्व॒ कृ	00000058.png	279	537	1807	682
line_crops/page003_line005.png	262534010	3	5	Sanskrit Text	तं व्वे॒ रि णं व्विं द॒ ति श्व भ्र प्र द रं॒ वा। श त॒ द ग्नि॒ ᳰ स मा धा॒	00000058.png	268	693	1810	824
line_crops/page003_line006.png	262534010	3	6	Sanskrit Text	य जु हो ति। ए ष॒ ते नि रृ ते भा ग स्तं॒ जु ष स्व स्वा हे॒ ती यं	00000058.png	305	811	1792	966
line_crops/page003_line007.png	262534010	3	7	Sanskrit Text	वै नि॒ रृ तिः सा यं॒ पा प्म॒ ना गृ ह्णा॒ ति तं नि॒ रृ त्या गृ ह्णा ति	00000058.png	256	1256	1815	1401
line_crops/page003_line008.png	262534010	3	8	Sanskrit Text	त द्य॒ दे॒ वा स्या ऽ अ॒ त्र नै रृ त॒ ᳰ रू पं त॒ दे॒ वै त॒ छ म य ति त॒	00000058.png	259	1393	1805	1541
line_crops/page003_line009.png	262534010	3	9	Sanskrit Text	थो है न ᳰ सू य॒ मा नं नि॒ रृ ति र्न॒ गृ ह्णा त्य॒ थ य त्स्व॒ कृ ते	00000058.png	256	1543	1791	1664
line_crops/page003_line010.png	262534010	3	10	Sanskrit Text	वे॒ रि णे जु हो॒ ति श्व भ्र प्र द रे॒ वै त॒ दु ह्य॒ स्यै नि॒ रृ ति गृ ही	00000058.png	238	1677	1876	1833
line_crops/page003_line011.png	262534010	3	11	Sanskrit Text	तम्।३। अ था॒ प्र ती क्षं पु॒ न रा॒ यं ति। अ था॒ नु म त्या ऽ अ ष्टा॒ क	00000058.png	251	1835	1803	1973
line_crops/page003_line012.png	262534010	3	12	Sanskrit Text	पा ले न पु रो डा॒ शे न प्र॒ च र ती यं वा अ॒ नु म तिः स य स्त	00000058.png	247	1957	1850	2109
line_crops/page004_line001.png	262534011	4	1	Sanskrit Text	ते श स्त्र॒ स्य।१९। त द्धै॒ के। ऽ ए त त्कृ त्वा॒ थै त॒ त्कु र्व्वं ति त॒	00000057.png	245	126	1777	274
line_crops/page004_line002.png	262534011	4	2	Sanskrit Text	दु त॒ था न॒ कु र्या दा त्मा वै॒ स्तो त्रं॒ प्र जा॒ श स्त्र॒ मे त॒ स्मा	00000057.png	235	266	1890	411
line_crops/page004_line003.png	262534011	4	3	Sanskrit Text	द्ध स य॒ ज मा नं प्र॒ णा श य ति स॒ जि ह्म॒ ऽ ए ति स॒ ह्व ल	00000057.png	225	406	1781	541
line_crops/page004_line004.png	262534011	4	4	Sanskrit Text	ति त॒ स्मा दे त॒ दे व॒ कृ त्वा॒ थै त॒ त्कु र्यात्।२०॥ अ थे॒ डा	00000057.png	222	547	1805	675
line_crops/page004_line005.png	262534011	4	5	Sanskrit Text	मा॒ द धा ति। उ॒ प हू ता या मि॒ डा या म प॒ ऽ उ प स्पृ॒ श्य	00000057.png	201	687	1825	815
line_crops/page004_line006.png	262534011	4	6	Sanskrit Text	मा हे न्द्रं ग्र॒ हं गृ ह्णा ति मा हे न्द्रं ग्र॒ हं गृ ही त्वा॒ स्तो त्र॒ मु	00000057.png	222	804	1829	938
line_crops/page004_line007.png	262534011	4	7	Sanskrit Text	पा॒ क रो ति त॒ ᳬ स्तो त्रा॒ य प्र॒ मी व ति स॒ ऽ उ पा॒ व रो	00000057.png	276	1239	1812	1387
line_crops/page004_line008.png	262534011	4	8	Sanskrit Text	ह ति सो॒ न्ते स्तो त्र॒ स्य भ॒ व त्यं॒ ते श स्त्र॒ स्य।२१। ब्रा	00000057.png	249	1399	1849	1514
line_crops/page004_line009.png	262534011	4	9	Sanskrit Text	ह्म णं॥१॥ पू र्णा हु तिं॒ जु हो ति। स॒ र्व्वं वै॒ पू र्ण ᳰ स॒	00000057.png	263	1526	1805	1637
line_crops/page004_line010.png	262534011	4	10	Sanskrit Text	र्व्वं प रि गृ॒ ह्य सू या ऽ इ॒ ति त॒ स्यां व॒ रं द दा ति स॒ र्व्वं व्वै व्व॒ रः	00000057.png	256	1643	1808	1760
line_crops/page004_line011.png	262534011	4	11	Sanskrit Text	स॒ र्व्वं प रि गृ॒ ह्य सू या ऽ इ॒ ति स य॒ दि का म॒ ये त जु हु या॒	00000057.png	269	1752	1815	1887
line_crops/page004_line012.png	262534011	4	12	Sanskrit Text	दे तां य॒ द्यु का म॒ ये ता॒ पि ना॒ द्रि ये त॒।१। अ॒ थ श्वो॒ भू ते॒	00000057.png	249	1886	1805	2010
line_crops/page005_line001.png	262534012	5	1	Sanskrit Text	यं स्त॒ दे॒ वै ष॒ ऽ ए ता॒ भि रु॒ ज्ज य ति स प्त॒ द श भ वं ति स	00000056.png	266	136	1880	284
line_crops/page005_line002.png	262534012	5	2	Sanskrit Text	प्त द शो वै॒ प्र जा॒ प ति स्त॒ त्प्र जा॒ प ति मु॒ ज्ज य ति।१९।	00000056.png	249	287	1839	401
line_crops/page005_line003.png	262534012	5	3	Sanskrit Text	अ॒ था हा ग्न॒ ये स्वि ष्ट कृ ते॒ नु ब्रू ही॒ ति। त द्य दं॒ त रे णा॒	00000056.png	239	403	1904	548
line_crops/page005_line004.png	262534012	5	4	Sanskrit Text	हु ती ऽ ए त त्क॒ र्म क्रि य॒ त ऽ ए ष वै॒ प्र जा॒ प ति र्य॒ ऽ ए ष॒ य	00000056.png	245	543	1873	658
line_crops/page005_line005.png	262534012	5	5	Sanskrit Text	ज्ञ॒ स्ता य॒ ते य॒ स्मा दि माः॒ प्र जाः प्र॒ जा ता ऽ ए त॒ म्वे वा॒ प्ये	00000056.png	239	643	1873	788
line_crops/page005_line006.png	262534012	5	6	Sanskrit Text	त र्ह्य॒ नु प्र॒ जा यं ते त॒ न्म ध्य त॒ ऽ ए वै त॒ त्प्र जा॒ प ति मु॒	00000056.png	239	769	1955	925
line_crops/page005_line007.png	262534012	5	7	Sanskrit Text	ज्ज य ति त॒ स्मा दं॒ त रे णा॒ हु ती ऽ ए त त्क॒ र्म क्रि य त आ	00000056.png	242	1249	1859	1401
line_crops/page005_line008.png	262534012	5	8	Sanskrit Text	श्रा॒ व्या हा ग्नि॒ ᳬ स्वि ष्ट कृ॒ तं य जे॒ ति व्व॒ ष ट्कृ ते जु	00000056.png	215	1393	1822	1527
line_crops/page005_line009.png	262534012	5	9	Sanskrit Text	हो ति।१८। अ थे॒ डा मा॒ द धा ति॒। उ॒ प हू ता या मि॒	00000056.png	215	1526	1863	1651
line_crops/page005_line010.png	262534012	5	10	Sanskrit Text	डा या म प॒ ऽ उ प स्पृ॒ श्य मा हें द्रं ग्र॒ हं गृ ह्णा ति मा हे न्द्रं	00000056.png	211	1646	1877	1777
line_crops/page005_line011.png	262534012	5	11	Sanskrit Text	ग्र॒ हं गृ ही त्वा॒ स्तो त्र॒ मु पा॒ क रो ति त॒ ᳬ स्तो त्रा॒ य प्र॒	00000056.png	208	1773	1863	1925
line_crops/page005_line012.png	262534012	5	12	Sanskrit Text	मी व ति स॒ ऽ उ पा॒ व रो ह ति सों॒ ते स्तो त्र॒ स्य भ॒ व त्यं॒	00000056.png	222	1906	1805	2031
line_crops/page006_line001.png	262534013	6	1	Sanskrit Text	बृ॒ ह स्प॒ ते ष्ट्वा सा॒ म्रा ज्ये ना भि॒ षिं चा म्य सा वि॒ ति ना॒	00000055.png	261	157	1912	309
line_crops/page006_line002.png	262534013	6	2	Sanskrit Text	म गृ ह्णा ति त द्बृ॒ ह स्प॒ ते रे वै॒ न मे त त्सा॒ यु ज्य ᳰ	00000055.png	265	307	1854	442
line_crops/page006_line003.png	262534013	6	3	Sanskrit Text	स लो क॒ तां ग म य ति।१४। अ॒ था ह। स म्रा॒ ड य॒ म	00000055.png	242	416	1831	541
line_crops/page006_line004.png	262534013	6	4	Sanskrit Text	सौ॒ स म्रा॒ ड य॒ म सा वि॒ ति नि॒ वे दि त मे॒ वै न मे त	00000055.png	252	547	1818	674
line_crops/page006_line005.png	262534013	6	5	Sanskrit Text	त्सं॒ तं दे वे॒ भ्यो नि॒ वे द य त्य यं॒ म हा॒ वी र्यो॒ यो भ्य॒	00000055.png	249	673	1790	798
line_crops/page006_line006.png	262534013	6	6	Sanskrit Text	षे ची॒ त्य यं॒ यु ष्मा कै॒ को भू त्तं॒ गो पा य ते॒ त्ये॒ वै त॒	00000055.png	238	800	1838	965
line_crops/page006_line007.png	262534013	6	7	Sanskrit Text	दा ह त्रि ष्कृ॒ त्व आ ह त्रि वृ द्धि॒ य ज्ञः।१५। अ थो॒ ज्जि तीः	00000055.png	199	1300	1874	1431
line_crops/page006_line008.png	262534013	6	8	Sanskrit Text	जु हो॒ ति वा व्वा च॒ य ति वा य॒ दि जु हो॒ ति य॒ दि व्वा च॒	00000055.png	199	1442	1864	1590
line_crops/page006_line009.png	262534013	6	9	Sanskrit Text	य ति स मा न॒ ऽ ए व बं॒ धुः।१६। स॒ व्वा च य ति। अ ग्नि	00000055.png	199	1587	1819	1739
line_crops/page006_line010.png	262534013	6	10	Sanskrit Text	रे॒ का क्ष रे ण प्रा ण मु॒ द ज य त्त मु॒ ज्जे षं प्र जा॒ प तिः	00000055.png	206	1727	1785	1865
line_crops/page006_line011.png	262534013	6	11	Sanskrit Text	स प्त॒ द शा क्ष रे ण स प्त द श ᳰ स्तो॒ म मु॒ द ज य त्त	00000055.png	196	1859	1809	2001
line_crops/page006_line012.png	262534013	6	12	Sanskrit Text	मु॒ ज्जे ष मि॒ ति त द्य॒ दे॒ वै ता॒ भि रे ता॒ दे व॒ ता ऽ उ द॒ ज	00000055.png	217	1961	1803	2099
line_crops/page010_line001.png	262534017	10	1	Sanskrit Text	स्वि ष्ट कृ द्भ॒ व त्य॒ था स्मा ऽ अ॒ न्न ᳰ स॒ म्भ र त्य॒ न्नं वा॒ ऽ	00000051.png	279	136	1788	301
line_crops/page010_line002.png	262534017	10	2	Sanskrit Text	ए ष उ॒ ज्ज य ति यो॒ व्वा ज पे॒ ये न य॒ ज ते न्न पे॒ य ᳰ	00000051.png	272	279	1819	421
line_crops/page010_line003.png	262534017	10	3	Sanskrit Text	ह वै ना॒ मै त द्य॒ द्वा ज पे॒ यं त द्य॒ दे॒ वै त द॒ न्न मु	00000051.png	262	416	1802	561
line_crops/page010_line004.png	262534017	10	4	Sanskrit Text	द॒ जै षी त्त॒ दे॒ वा स्मा ऽ ए त त्सं॒ भ र ति॒।१। औ॒ दुं ब रे	00000051.png	276	546	1806	691
line_crops/page010_line005.png	262534017	10	5	Sanskrit Text	पा त्रे॒। अ॒ न्नं वा ऽ ऊ॒ र्गु दुं ब॒ र ऽ ऊ र्जो॒ न्ना॒ द्य स्या॒ व	00000051.png	259	695	1775	840
line_crops/page010_line006.png	262534017	10	6	Sanskrit Text	रु द्ध्यै त॒ स्मा दौ दुं ब रे पा॒ त्रे॒ सो प॒ ऽ ए व॒ प्र थ माः	00000051.png	271	832	1753	970
line_crops/page010_line007.png	262534017	10	7	Sanskrit Text	सं॒ भ र त्य॒ थ प यो॒ थ य थो प स्मा र म॒ न्ना नि।२।	00000051.png	259	1233	1809	1375
line_crops/page010_line008.png	262534017	10	8	Sanskrit Text	त द्धै॒ के। स प्त॒ द शा॒ न्ना नि सं॒ भ रं ति स प्त द शः॒ प्र जा॒	00000051.png	255	1370	1857	1505
line_crops/page010_line009.png	262534017	10	9	Sanskrit Text	प ति रि॒ ति व्व॒ दं त स्त॒ दु त॒ था न॒ कु र्या त्प्र जा॒ प ते॒ र्न्वे॒	00000051.png	266	1483	1860	1624
line_crops/page010_line010.png	262534017	10	10	Sanskrit Text	व स॒ र्व्व म॒ न्न म॒ न व रु द्धं क॒ ऽ उ त॒ स्मै म नु ष्यो॒ यः	00000051.png	269	1609	1829	1744
line_crops/page010_line011.png	262534017	10	11	Sanskrit Text	स॒ र्व्व म॒ न्न म व रुं धी त त॒ स्मा दु स॒ र्व मे वा॒ न्नं य थो	00000051.png	251	1749	1852	1894
line_crops/page010_line012.png	262534017	10	12	Sanskrit Text	प स्मा॒ र ᳰ स म्भ॒ र न्ने॒ क म॒ न्नं न सं॒ भ रेत्।३। स य	00000051.png	254	1879	1817	2014
line_crops/page011_line001.png	262534018	11	1	Sanskrit Text	प्र त्य क्ष त मां य॒ द जा स्त॒ स्मा दे ता स्त्रिः॒ सं व्व त्स र॒	00000050.png	261	168	1807	306
line_crops/page011_line002.png	262534018	11	2	Sanskrit Text	स्य व्वि जा॒ य मा ना द्वौ त्री नि॒ ति ज न यं ति त॒ त्प्र	00000050.png	283	266	1806	410
line_crops/page011_line003.png	262534018	11	3	Sanskrit Text	जा॒ प ति मे॒ वै त॒ त्क रो ति त॒ स्मा द ज र्ष भ॒ स्या जि॒	00000050.png	265	397	1829	555
line_crops/page011_line004.png	262534018	11	4	Sanskrit Text	न मा॒ स्तृ णा ति।२४। स ऽ आ॒ स्तृ णा ति। इ यं॒ ते रा	00000050.png	279	543	1840	687
line_crops/page011_line005.png	262534018	11	5	Sanskrit Text	डि॒ ति रा ज्य॒ मे॒ वा स्मि न्ने त॒ द्द धा त्य॒ थै न मा॒ सा	00000050.png	272	673	1823	824
line_crops/page011_line006.png	262534018	11	6	Sanskrit Text	द य ति य न्ता॒ सि य॒ म न ऽ इ॒ ति य न्ता॒ र मे॒ वै न	00000050.png	290	796	1792	940
line_crops/page011_line007.png	262534018	11	7	Sanskrit Text	मे त द्य॒ म न मा सा म्प्र जा॒ नां क रो ति ध्रु वो॒ सि ध	00000050.png	245	1216	1771	1378
line_crops/page011_line008.png	262534018	11	8	Sanskrit Text	रु॒ ण ऽ इ॒ ति ध्रु व॒ मे॒ वै न मे त॒ द्ध रु॒ ण म स्मिं॒ लो	00000050.png	252	1360	1799	1508
line_crops/page011_line009.png	262534018	11	9	Sanskrit Text	के॒ क रो ति कृ ष्यै॒ त्वा क्षे॒ मा य त्वा र य्यै॒ त्वा पो॒ षा	00000050.png	262	1497	1836	1641
line_crops/page011_line010.png	262534018	11	10	Sanskrit Text	य त्वे॒ ति सा ध॒ वे त्वे॒ त्ये॒ वै त॒ दा ह।२५। ब्रा ह्म णं।६।	00000050.png	279	1623	1833	1765
line_crops/page011_line011.png	262534018	11	11	Sanskrit Text	प्रथमः प्रपाठकः समाप्तः। कंडिका।११७। बा	00000050.png	262	1760	1788	1881
line_crops/page011_line012.png	262534018	11	12	Sanskrit Text	र्ह स्प त्ये॒ न च रु॒ णा प्र॒ च र ति। त स्या॒ नि ष्ट ऽ ए व॒	00000050.png	255	1869	1860	2021
line_crops/page012_line001.png	262534019	12	1	Sanskrit Text	ति। अ मृ॒ त मा॒ यु र्हि॒ र ण्यं त॒ द मृ॒ त ऽ आ॒ यु षि प्र॒	00000049.png	279	129	1835	314
line_crops/page012_line002.png	262534019	12	2	Sanskrit Text	ति ति ष्ठ ति॒।२०। अ॒ था ज र्ष भ॒ स्या जि॒ न मु॒ प स्तृ	00000049.png	269	289	1814	431
line_crops/page012_line003.png	262534019	12	3	Sanskrit Text	णा ति। त॒ दु प॒ रि ष्टा द्रु क्मं नि॒ द धा ति त॒ म भ्य॒ व	00000049.png	259	419	1841	554
line_crops/page012_line004.png	262534019	12	4	Sanskrit Text	रो ह ती मां॒ वै व॒।२१। अ॒ था स्मा ऽ आ स न्दी मा॒	00000049.png	241	549	1780	666
line_crops/page012_line005.png	262534019	12	5	Sanskrit Text	ह र न्ति। उ प रि स॒ द्यं वा॒ ऽ ए ष॒ ज य ति यो ज॒ य त्य	00000049.png	269	665	1797	810
line_crops/page012_line006.png	262534019	12	6	Sanskrit Text	न्त रि क्ष स॒ द्यं त॒ दे न मु प र्या॒ सी न म ध॒ स्ता दि माः॒	00000049.png	269	798	1852	936
line_crops/page012_line007.png	262534019	12	7	Sanskrit Text	प्र जा ऽ उ॒ पा स ते त॒ स्मा द स्मा ऽ आ स न्दी मा॒ ह रं	00000049.png	227	1263	1796	1380
line_crops/page012_line008.png	262534019	12	8	Sanskrit Text	ति।२२। ओ॒ दुं ब री भ व ति॒। अ न्नं वा ऽऊ॒ र्गु दु म्ब॒ र ऽ	00000049.png	243	1388	1796	1536
line_crops/page012_line009.png	262534019	12	9	Sanskrit Text	ऊ र्जो॒ न्ना॒ द्य स्या॒ व रु द्ध्यै त॒ स्मा दौ॒ दुं ब री भ व ति	00000049.png	229	1523	1816	1686
line_crops/page012_line010.png	262534019	12	10	Sanskrit Text	ता म॒ ग्रे ण ह वि र्द्धा॒ ने ज घ॒ ने ना ह व नी॒ यं नि॒ द	00000049.png	244	1692	1827	1836
line_crops/page012_line011.png	262534019	12	11	Sanskrit Text	धा ति॒।२३। अ॒ था ज र्ष भ॒ स्या जि॒ न मा॒ स्तृ णा ति	00000049.png	250	1777	1840	1932
line_crops/page012_line012.png	262534019	12	12	Sanskrit Text	प्र जा॒ प ति र्व्वा॒ ऽ ए ष य॒ द ज र्ष भ॒ ऽ ए ता वै॒ प्र जा॒ प तेः	00000049.png	243	1929	1901	2115
line_crops/page013_line001.png	262534020	13	1	Sanskrit Text	ना॒ त्पृ थि वी॒ बि भ यां॒ च का र म ह द्वा॒ ऽ अ य॒ म	00000048.png	341	146	1804	308
line_crops/page013_line002.png	262534020	13	2	Sanskrit Text	भू॒ द्यो भ्य॒ षे चि य द्वै॒ मा यं ना व दृ णी या दि॒ ति	00000048.png	330	300	1821	427
line_crops/page013_line003.png	262534020	13	3	Sanskrit Text	बृ॒ ह स्प॒ ति र्ह पृ थि व्यै बि भ यां॒ च का र य द्वै॒	00000048.png	320	412	1807	540
line_crops/page013_line004.png	262534020	13	4	Sanskrit Text	मे यं ना॒ व धू न्वी ते॒ ति त॒ द न॒ यै॒ वै त॒ न्मि त्र	00000048.png	330	522	1780	666
line_crops/page013_line005.png	262534020	13	5	Sanskrit Text	धे॒ य म कु रु त न हि॒ मा ता॒ पु त्र॒ ᳰ हि न॒ स्ति न॒	00000048.png	317	651	1787	793
line_crops/page013_line006.png	262534020	13	6	Sanskrit Text	पु त्रो॒ मा त॒ र म्।१८। बृ ह स्प ति स वो वा॒ ऽ ए ष	00000048.png	310	788	1749	926
line_crops/page013_line007.png	262534020	13	7	Sanskrit Text	य॒ द्वा ज पे॒ यं। पृ थि॒ व्यु॒ है त॒ स्मा द्बि भे ति म	00000048.png	279	1290	1712	1425
line_crops/page013_line008.png	262534020	13	8	Sanskrit Text	ह द्वा॒ ऽ अ य॒ म भू॒ द्यो भ्य॒ षे चि य द्वै॒ मा यं ना	00000048.png	271	1427	1745	1541
line_crops/page013_line009.png	262534020	13	9	Sanskrit Text	व दृ णी या दि॒ त्ये ष॒ ऽ उ हा स्यै॒ बि भे ति य द्वै॒	00000048.png	288	1565	1761	1703
line_crops/page013_line010.png	262534020	13	10	Sanskrit Text	मे यं॒ ना व धू न्वी ते॒ ति त॒ द न॒ यै॒ वै त॒ न्मि त्र	00000048.png	295	1664	1721	1815
line_crops/page013_line011.png	262534020	13	11	Sanskrit Text	धे॒ यं कु रु ते न हि॒ मा ता॒ पु त्र॒ ᳰ हि न॒ स्ति न॒	00000048.png	261	1802	1728	1933
line_crops/page013_line012.png	262534020	13	12	Sanskrit Text	पु त्रो॒ मा त॒ रं।१९। अ॒ थ हि॒ र ण्य म भ्य॒ व रो ह	00000048.png	236	1931	1750	2086
line_crops/page014_line001.png	262534021	14	1	Sanskrit Text	व्वा ज पे॒ ये न य॒ ज ते न्न पे॒ य ᳰ ह वै ना॒ मै त द्य॒ द्वा ज	00000047.png	269	95	1841	249
line_crops/page014_line002.png	262534021	14	2	Sanskrit Text	पे॒ यं त द्य॒ दे॒ वै त द॒ न्न मु द॒ जै षी त्ते॒ नै॒ वै त॒ दे तां	00000047.png	252	238	1814	376
line_crops/page014_line003.png	262534021	14	3	Sanskrit Text	ग॒ तिं ग त्वा स॒ ᳬ स्पृ श ते त॒ दा त्म॒ न्कु रु ते त॒ स्मा दे	00000047.png	248	375	1824	513
line_crops/page014_line004.png	262534021	14	4	Sanskrit Text	न मू ष पु टै॒ र नू॒ द स्यं ति।१६। आ॒ श्व त्थे षु प ला शे	00000047.png	235	501	1845	639
line_crops/page014_line005.png	262534021	14	5	Sanskrit Text	षू॒ प न द्धा भ वं ति। स य॒ दे॒ वा॒ दो श्व त्थे ति॒ ष्ठ त ऽ इ॒	00000047.png	238	621	1835	762
line_crops/page014_line006.png	262534021	14	6	Sanskrit Text	न्द्रो म रु॒ त ऽ उ पा॒ म न्त्र य त त॒ स्मा दा॒ श्व त्थे षु प ला शे	00000047.png	231	737	1848	871
line_crops/page014_line007.png	262534021	14	7	Sanskrit Text	षू॒ प न द्धा भ वं ति व्वि॒ शो नू॒ द स्यं ति व्वि॒ शो वै॒ म रु	00000047.png	296	1256	1807	1408
line_crops/page014_line008.png	262534021	14	8	Sanskrit Text	तो॒ न्नं वै॒ व्वि॒ श स्त॒ स्मा द्वि॒ शो नू॒ द स्यं ति स प्त॒ द	00000047.png	296	1376	1777	1527
line_crops/page014_line009.png	262534021	14	9	Sanskrit Text	श भ वं ति स प्त द शो वै॒ प्र जा॒ प ति स्त॒ त्प्र जा॒	00000047.png	320	1512	1773	1643
line_crops/page014_line010.png	262534021	14	10	Sanskrit Text	प ति मु॒ ज्ज य ति॒।१७। अ॒ थे मा॒ मु पा वे॒ क्ष मा	00000047.png	305	1650	1768	1788
line_crops/page014_line011.png	262534021	14	11	Sanskrit Text	णो ज प ति। न॒ मो मा त्रे॒ पृ थि व्यै न॒ मो मा॒ त्रे पृ	00000047.png	332	1767	1802	1915
line_crops/page014_line012.png	262534021	14	12	Sanskrit Text	थि व्या ऽ इ॒ ति बृ॒ ह स्प॒ ते र्ह वा॒ ऽ अ भि षि षि चा	00000047.png	302	1882	1759	2054
line_crops/page017_line001.png	262534024	17	1	Sanskrit Text	द शो वै॒ प्र जा॒ प ति स्त॒ त्प्र जा॒ प ति मु॒ ज्ज य ति॒।७। अ॒ थ	00000044.png	264	132	1824	273
line_crops/page017_line002.png	262534024	17	2	Sanskrit Text	ने॒ ष्टा प॒ त्नी मु दा ने ष्य॒न् कौ शं वा॒ सः प॒ रि धा प य ति	00000044.png	277	263	1790	390
line_crops/page017_line003.png	262534024	17	3	Sanskrit Text	कौ शं॒ वा चं॒ डा त क म॒ न्त रं दी क्षि त व॒ स ना ज्ज घ ना	00000044.png	288	373	1780	507
line_crops/page017_line004.png	262534024	17	4	Sanskrit Text	र्द्धो वा॒ ऽ ए ष॒ य ज्ञ॒ स्य य त्प॒ त्नी ता॒ मे त त्प्रा॒ चीं य ज्ञं॒ प्र सा	00000044.png	291	503	1837	634
line_crops/page017_line005.png	262534024	17	5	Sanskrit Text	द यि ष्य॒ न्भ व त्य॒ स्ति वै प॒ त्न्या ऽ अ मे ध्यं य॒ द वा ची॒ नं	00000044.png	281	619	1803	778
line_crops/page017_line006.png	262534024	17	6	Sanskrit Text	ना॒ भे र्मे॒ ध्या वै॒ द र्भा स्त द्य॒ दे॒ वा स्या ऽ अ मे ध्यं त॒ दे॒ वा	00000044.png	286	757	1836	922
line_crops/page017_line007.png	262534024	17	7	Sanskrit Text	स्या ऽ ए त॒ द्द र्भै र्मे॒ ध्यं कृ त्वा॒ थै नां प्रा॒ चीं य ज्ञं प्र॒ सा द	00000044.png	272	1234	1781	1395
line_crops/page017_line008.png	262534024	17	8	Sanskrit Text	य ति त॒ स्मा न्ने॒ ष्टा प॒ त्नी मु दा ने ष्यं॒ न्कौ शं वा॒ सः प॒ रि धा	00000044.png	251	1391	1829	1522
line_crops/page017_line009.png	262534024	17	9	Sanskrit Text	प य ति कौ शं॒ वा च॒ ण्डा त क म॒ न्त रं दी क्षि त व॒ स ना त्।	00000044.png	257	1528	1790	1662
line_crops/page017_line010.png	262534024	17	10	Sanskrit Text	८। अ॒ थ नि श्र य णीं नि॒ श्र य ति। स॒ द क्षि ण त ऽ उ॒ द	00000044.png	250	1658	1752	1792
line_crops/page017_line011.png	262534024	17	11	Sanskrit Text	ङ्रो हे दु त्त र तो॒ वा द क्षि णा॒ द क्षि ण त॒ स्त्वे वो॒	00000044.png	219	1786	1762	1930
